State,County,Percent_Fair_or_Poor_Health,Average_Number_of_Physically_Unhealthy_Days,Average_Number_of_Mentally_Unhealthy_Days,Percent_Smokers,Percent_Adults_with_Obesity,Food_Environment_Index,Percent_Physically_Inactive,Percent_With_Access_to_Exercise_Opportunities,Percent_Excessive_Drinking,Percent_Uninsured,Primary_Care_Physicians_Rate,Dentist_Rate,Mental_Health_Provider_Rate,Preventable_Hospitalization_Rate,Percent_Vaccinated,High_School_Graduation_Rate,Percent_Some_College,Percent_Unemployed,Percent_Single_Parent_Households,Social_Association_Rate,Violent_Crime_Rate,Polution_Average_Daily_PM2.5,Presence_of_Water_Violation,Percent_Severe_Housing_Problems,Percent_Drive_Alone_to_Work,Percent_Long_Commute,Percent_Adults_with_Diabetes,Percent_Limited_Access_to_Healthy_Foods,Median_Household_Income,Rate_100000,Rate_Level,Area_Name,POP_ESTIMATE
TX,Hopkins,20,4.0,4.3,17,31,6.8,35,41,18,22,25,27,65,5385,44,95,52,3.4,32,9.9,147,10.1,0,15,85,26,10,7,52079,453.81,4,Hopkins,37084
TX,Houston,22,4.4,4.4,18,25,4.4,32,56,16,20,17,26,22,4765,39,96,47,3.7,43,11.3,214,9.8,1,17,87,37,12,23,39533,361.9416667,3,Houston,22968
TX,Howard,21,3.9,3.9,16,40,6.8,25,82,20,19,31,36,145,6371,38,90,46,3.3,37,11.4,607,7.5,1,13,80,20,14,16,50423,677.16,4,Howard,36664
TX,Hudspeth,34,5.2,4.6,19,34,2.2,26,0,15,29,0,0,0,4935,23,98,15,4.7,35,0.0,105,6.1,1,18,74,33,17,67,42671,302.8111111,2,Hudspeth,4886
TX,Hunt,18,4.0,4.1,16,33,6.9,35,65,18,19,29,35,78,6665,38,94,53,3.8,29,11.8,365,10.4,0,17,81,42,15,5,53360,365.62,3,Hunt,98594
TX,Hutchinson,18,3.8,4.1,15,31,6.9,35,84,19,20,33,42,9,4855,38,95,57,5.0,36,15.4,483,7.1,0,12,84,20,11,10,54351,520.7916667,4,Hutchinson,20938
TX,Irion,16,3.4,3.7,13,25,5.8,25,75,19,15,0,0,0,2653,38,100,76,3.1,31,26.4,63,7.3,0,13,85,42,7,27,56775,286.85555560000006,1,Irion,1536
TX,Jack,17,3.8,4.0,15,33,6.1,29,60,20,24,45,0,11,5675,34,96,44,2.5,26,11.3,219,8.6,0,12,87,40,6,18,48780,387.53333330000004,3,Jack,8935
TX,Jackson,19,3.6,3.9,14,33,7.7,26,50,19,19,7,27,13,5863,38,98,51,3.3,22,11.5,208,9.5,0,15,79,37,17,4,54088,434.9333333000001,4,Jackson,14760
TX,Jasper,18,3.9,4.2,16,41,6.1,28,38,17,17,39,31,42,5605,38,95,41,6.5,38,11.8,340,9.5,1,9,84,44,12,8,47551,432.7090909,4,Jasper,35529
TX,Jeff Davis,22,4.0,4.1,14,27,8.5,24,48,15,29,44,0,222,4431,24,100,36,3.0,5,30.7,206,5.6,1,12,70,25,8,5,51343,261.6333333,1,Jeff Davis,2274
TX,Jefferson,21,4.1,4.2,17,35,5.7,32,65,17,20,57,58,95,5931,42,88,53,6.3,43,11.6,707,10.0,1,16,90,21,14,8,48121,397.8866667,3,Jefferson,251565
TX,Jim Hogg,31,4.6,4.2,15,25,7.5,20,47,15,19,19,19,0,7613,30,96,43,5.7,46,0.0,77,8.1,1,15,77,37,9,17,36176,292.7,2,Jim Hogg,5200
TX,Jim Wells,29,4.5,4.2,15,32,7.9,26,47,16,20,27,32,83,5285,37,86,44,5.4,38,5.6,583,9.1,1,16,85,44,13,9,41919,434.1083333000001,4,Jim Wells,40482
TX,Johnson,16,3.6,3.9,15,39,7.4,28,71,21,18,46,37,71,6065,46,95,53,3.4,25,7.7,187,10.5,1,13,87,54,12,7,62635,293.88,2,Johnson,175817
TX,Jones,20,3.8,3.9,16,38,6.8,26,44,20,20,30,10,5,6690,30,98,34,4.8,30,11.5,269,8.1,1,10,79,29,13,9,43903,438.49166669999994,4,Jones,20083
TX,Karnes,23,4.0,3.8,16,29,7.5,21,51,20,18,26,58,13,4023,43,93,37,2.8,39,11.9,262,9.4,0,17,84,26,4,11,48743,357.6083333,3,Karnes,15601
TX,Kaufman,17,3.5,4.0,15,36,7.6,28,59,21,17,32,40,92,5535,50,96,58,3.5,27,8.0,234,10.6,1,14,83,57,10,4,67434,328.26875,2,Kaufman,136154
TX,Kendall,14,3.2,3.6,12,23,8.4,24,76,20,15,86,79,153,2031,47,98,70,2.9,21,9.3,109,9.2,1,14,79,47,6,2,90937,314.24,2,Kendall,47431
TX,Kenedy,30,4.7,4.4,16,24,3.5,21,0,15,23,0,0,0,0,44,0,20,3.7,6,0.0,978,8.4,1,9,96,8,9,57,42153,329.01428569999996,2,Kenedy,404
TX,Kent,17,3.6,3.9,13,26,4.7,23,0,17,18,0,0,0,4931,20,100,79,2.4,12,0.0,319,7.1,1,14,76,10,7,36,47625,315.0375,2,Kent,762
TX,Kerr,18,3.8,4.1,13,24,6.9,26,71,16,22,85,67,290,2037,49,94,54,3.2,39,14.9,238,8.5,1,17,80,21,21,13,53704,269.9,1,Kerr,52600
TX,Kimble,19,3.9,4.2,14,31,7.0,28,61,16,22,68,46,23,1604,24,100,51,3.1,43,11.3,102,7.5,1,14,73,24,8,8,42503,309.74444439999996,2,Kimble,4337
TX,King,17,3.7,3.9,14,23,5.4,21,1,19,24,0,0,0,0,0,100,75,2.8,38,0.0,0,7.2,1,12,78,21,11,27,57925,394.85,3,King,272
TX,Kinney,24,4.1,3.9,14,27,8.9,22,70,16,22,0,0,0,3713,25,96,47,4.7,20,0.0,26,7.6,0,10,84,12,6,2,43192,345.3333333,2,Kinney,3667
TX,Kleberg,28,4.4,4.1,15,34,6.8,21,51,18,20,45,55,42,7996,37,89,62,5.0,41,8.7,500,9.1,1,18,79,21,6,17,42605,426.25833330000006,4,Kleberg,30680
TX,Knox,20,3.9,4.0,15,25,6.4,22,39,18,25,27,0,0,4327,13,99,57,3.6,24,16.2,221,7.8,1,10,80,14,8,21,39726,391.72857139999996,3,Knox,3664
TX,Lamar,20,4.1,4.5,18,34,5.8,37,64,16,19,50,60,105,5445,48,96,53,3.8,41,15.3,386,9.9,1,17,82,16,15,12,45767,485.9416666999999,4,Lamar,49859
TX,Lamb,26,4.5,4.4,16,26,8.1,28,69,16,25,23,15,23,3037,36,98,50,4.4,45,18.9,341,7.5,0,12,79,22,18,2,42700,393.775,3,Lamb,12893
TX,Lampasas,17,3.7,4.0,14,30,7.2,25,49,18,20,43,14,52,7743,26,99,60,3.7,31,14.7,141,9.0,1,15,76,40,6,9,55151,295.6,2,Lampasas,21428
TX,La Salle,28,4.2,3.9,14,30,6.3,25,0,19,17,0,0,53,4701,24,88,18,2.4,29,5.3,85,8.2,0,25,87,32,9,39,40072,406.0888889,3,La Salle,7520
TX,Lavaca,16,3.5,3.9,13,36,7.6,34,62,18,18,70,30,15,5587,35,99,51,3.2,27,12.5,154,9.6,1,14,82,32,19,4,51128,408.8,3,Lavaca,20154
TX,Lee,18,3.7,4.0,15,41,7.7,35,47,18,22,23,29,58,3788,48,95,49,3.1,41,11.1,253,9.7,1,16,76,34,16,2,55834,273.4,1,Lee,17239
TX,Leon,18,3.9,4.2,16,34,6.9,28,19,17,25,0,17,12,5009,43,97,37,5.0,36,18.0,111,9.7,0,12,75,47,20,5,47065,361.25,3,Leon,17404
TX,Liberty,20,4.0,4.2,17,34,6.7,38,55,19,22,24,25,19,7337,35,91,39,5.8,29,8.7,410,10.3,0,15,87,60,20,8,52577,359.91875,3,Liberty,88219
TX,Limestone,21,4.2,4.3,17,30,6.4,30,61,17,21,34,30,47,6417,43,95,45,4.7,33,9.4,373,9.9,1,13,85,29,23,8,43226,365.1666667,3,Limestone,23437
TX,Lipscomb,17,3.6,3.8,14,28,6.0,28,1,19,29,0,0,0,5581,29,98,50,2.7,25,29.6,125,7.0,1,8,87,24,6,28,57332,385.5,3,Lipscomb,3233
TX,Live Oak,21,3.9,3.9,15,29,8.0,21,34,18,21,8,16,16,4756,34,92,44,3.8,29,11.5,320,9.2,0,13,82,51,15,4,48814,396.5666667,3,Live Oak,12207
TX,Llano,16,3.7,4.1,13,27,6.6,27,80,15,21,80,51,55,5108,39,96,46,3.7,30,12.3,141,8.8,1,14,72,34,12,14,54019,263.0857143,1,Llano,21795
TX,Loving,15,3.2,3.7,14,29,2.9,23,0,22,21,0,0,0,0,0,0,100,3.9,0,0.0,452,6.6,0,23,92,30,5,51,78637,436.6,4,Loving,169
TX,Lubbock,21,4.0,4.2,15,35,7.0,27,90,19,16,82,55,155,4034,45,91,65,3.1,38,8.7,863,8.2,1,19,80,10,8,8,50377,386.6153846,3,Lubbock,310569
TX,Lynn,24,4.3,4.2,16,29,7.0,25,23,17,19,51,17,0,4425,31,96,57,3.2,34,18.8,121,7.4,1,11,76,25,16,15,43436,377.5909091,3,Lynn,5951
TX,McCulloch,20,4.0,4.1,14,35,6.6,32,54,17,21,50,25,25,4859,23,99,54,3.3,37,15.1,48,7.8,1,15,84,21,13,17,42719,341.4222222,2,McCulloch,7984
TX,McLennan,20,4.0,4.2,16,33,5.5,24,66,19,18,74,52,153,6017,49,91,58,3.6,37,11.7,423,10.4,1,19,82,17,10,20,48858,325.85714289999993,2,McLennan,256623
TX,McMullen,18,3.5,3.7,12,26,6.1,30,23,18,20,0,0,0,0,28,100,50,1.9,33,0.0,123,8.5,0,15,77,16,11,37,64633,341.4222222,2,McMullen,743
TX,Madison,19,3.9,4.0,16,27,6.1,28,0,20,22,21,35,28,6152,42,98,36,4.4,27,9.8,314,9.8,0,20,77,32,13,15,45445,382.6666667,3,Madison,14284
TX,Marion,20,4.2,4.5,17,40,6.2,26,29,16,19,0,10,10,5001,37,97,43,4.6,23,7.9,645,9.9,0,13,83,49,18,3,38011,445.5777778,4,Marion,9854
TX,Martin,19,3.6,3.8,14,36,8.6,27,38,20,23,36,17,0,5195,35,100,53,2.4,21,14.2,186,7.5,1,17,84,34,4,7,56484,537.57,4,Martin,5771
TX,Mason,17,3.6,3.8,12,26,7.9,23,70,17,28,0,23,47,2195,42,98,49,3.1,38,21.3,73,7.8,1,13,78,16,12,3,49560,279.9125,1,Mason,4274
TX,Matagorda,23,4.2,4.3,16,38,6.0,34,67,17,22,38,33,41,6173,38,93,47,6.1,37,14.9,347,9.8,1,17,83,26,10,17,48830,361.25714289999996,3,Matagorda,36643
TX,Maverick,35,5.0,4.4,17,38,6.8,30,80,15,27,26,19,29,7677,26,92,52,8.1,33,2.6,179,8.2,1,24,78,19,17,22,35594,334.5888889,2,Maverick,58722
TX,Medina,20,3.7,3.8,13,34,8.3,25,54,19,17,28,18,33,4575,37,95,57,3.5,31,6.4,211,9.4,1,13,81,55,13,8,59304,336.3,2,Medina,51584
TX,Menard,18,3.6,3.8,12,34,7.7,25,77,16,26,47,47,0,4853,27,95,33,4.0,21,14.1,257,7.4,0,14,57,34,14,7,35881,280.9,1,Menard,2138
TX,Midland,17,3.4,3.6,13,35,8.1,25,66,22,20,36,55,86,3752,42,89,60,2.1,30,10.1,314,7.9,1,16,86,19,6,7,80189,389.8166667,3,Midland,176832
TX,Milam,20,3.9,4.2,15,35,6.7,31,61,17,20,8,16,32,7046,40,95,50,5.5,37,14.0,230,9.9,1,13,81,46,14,9,46720,355.09285710000006,3,Milam,24823
TX,Mills,17,3.7,4.1,14,30,7.2,29,24,17,26,41,41,102,6689,18,63,54,3.5,33,14.2,31,8.2,0,13,78,17,7,10,47068,369.9888889,3,Mills,4873
TX,Mitchell,18,3.5,3.6,14,31,8.0,24,4,22,21,47,12,0,7022,26,94,36,4.4,35,9.4,174,7.4,0,8,87,27,6,4,48529,478.24,4,Mitchell,8545
TX,Montague,17,3.8,4.2,15,31,6.9,33,41,18,24,31,31,26,3794,26,98,55,3.2,25,14.8,166,9.1,0,14,85,31,12,7,50542,439.0,4,Montague,19818
TX,Montgomery,15,3.5,3.7,15,26,7.6,22,84,20,17,62,46,82,4884,47,93,66,3.8,23,5.8,175,11.4,1,14,82,52,9,6,77598,294.53333330000004,2,Montgomery,607391
TX,Moore,22,4.0,3.9,15,28,7.3,25,77,18,28,45,37,14,7845,40,99,48,2.7,25,12.2,209,6.9,0,18,78,18,8,14,53785,428.74166669999994,4,Moore,20940
TX,Morris,18,3.8,4.1,15,38,6.5,33,38,17,17,16,49,24,6549,43,92,49,6.6,27,18.4,320,9.8,0,15,87,37,11,1,41418,489.5666666999999,4,Morris,12388
TX,Motley,18,3.8,4.1,14,28,6.9,23,25,17,22,0,0,0,3281,26,80,66,3.6,45,24.4,0,7.0,0,8,77,29,11,10,41009,326.9,2,Motley,1200
TX,Nacogdoches,22,4.3,4.3,17,36,5.5,29,63,19,23,70,64,97,5968,48,91,57,3.9,34,9.0,291,9.9,1,19,79,20,15,13,45357,342.6416667,2,Nacogdoches,65204
TX,Navarro,21,4.1,4.3,16,30,6.6,25,53,17,22,45,36,65,4890,47,95,52,3.7,35,9.0,354,10.2,0,17,82,33,10,11,46259,380.34166669999996,3,Navarro,50113
TX,Newton,17,3.7,4.1,15,36,5.6,28,11,18,18,0,0,15,5511,34,93,48,6.6,44,7.2,64,9.5,0,7,81,59,12,12,43367,519.61,4,Newton,13595
TX,Nolan,21,4.0,4.1,15,36,7.3,37,76,18,18,27,41,61,5657,33,93,50,3.3,31,12.9,394,7.6,0,14,79,18,19,8,42522,425.8916666999999,4,Nolan,14714
TX,Nueces,23,4.1,4.1,14,33,7.6,25,95,20,19,83,52,115,4561,40,90,58,4.7,40,7.7,685,9.9,1,18,83,18,13,10,53034,306.23571430000004,2,Nueces,362294
TX,Ochiltree,21,3.9,3.9,15,24,8.7,40,88,20,29,40,40,30,6387,33,97,46,2.8,18,15.9,270,7.1,1,14,77,10,19,2,49845,590.4428571000001,4,Ochiltree,9836
TX,Oldham,16,3.6,3.9,15,23,4.9,22,24,19,16,0,0,47,1725,40,97,54,2.6,14,14.2,143,6.1,0,11,71,37,6,35,56590,370.46666669999996,3,Oldham,2112
TX,Orange,17,3.8,4.2,16,41,6.4,38,64,18,15,21,30,22,5826,43,91,58,5.7,34,9.2,324,9.8,1,13,85,35,15,9,56556,418.31428569999997,4,Orange,83396
TX,Palo Pinto,19,4.1,4.3,16,32,6.4,30,47,18,22,42,28,21,7224,44,96,44,3.4,39,12.6,192,9.1,1,19,79,34,11,13,46067,470.6777778,4,Palo Pinto,29189
TX,Panola,18,3.9,4.1,16,37,6.5,26,39,18,19,34,26,9,6038,38,95,59,4.2,33,11.2,283,10.0,1,11,88,36,16,7,51192,372.5,3,Panola,23194
TX,Parker,14,3.3,3.7,14,35,7.6,30,53,19,15,44,35,53,5568,46,96,62,3.1,20,9.9,131,10.0,1,13,83,49,7,5,73718,267.0666667,1,Parker,142878
TX,Parmer,24,4.1,4.0,15,40,7.2,31,74,18,29,20,10,0,3325,31,98,40,2.3,28,15.2,82,7.0,0,17,77,14,9,20,50539,350.06,2,Parmer,9605
TX,Pecos,22,3.8,3.7,14,46,8.6,26,55,19,23,45,26,26,5488,16,70,33,3.6,20,7.7,348,7.0,1,13,82,16,11,6,47008,378.5444444,3,Pecos,15823
TX,Polk,20,4.1,4.2,16,44,6.1,31,40,18,22,59,34,42,3649,45,96,41,5.0,44,7.9,286,9.9,1,15,80,36,16,12,46017,453.09166669999996,4,Polk,51353
TX,Potter,24,4.4,4.2,18,37,6.7,28,71,17,24,75,53,201,4869,47,90,46,2.9,37,11.0,640,7.5,0,20,81,12,11,10,41912,452.04615379999996,4,Potter,117415
TX,Presidio,35,5.1,4.6,16,30,4.4,30,95,13,29,28,0,43,4009,12,92,52,7.0,47,8.4,87,5.9,1,9,49,16,19,43,37738,224.45,1,Presidio,6704
TX,Rains,16,3.7,4.0,14,31,0.0,21,52,18,23,17,8,41,6365,38,91,49,3.5,30,9.4,112,10.0,1,17,80,48,26,0,47572,448.36,4,Rains,12514
TX,Randall,15,3.4,3.8,13,27,7.9,27,92,21,13,60,57,87,3413,49,96,74,2.6,25,8.1,547,7.5,1,12,84,15,9,4,69600,377.325,3,Randall,137713
TX,Reagan,25,4.2,4.0,15,28,8.9,20,93,18,23,54,0,0,3521,19,88,46,2.5,29,10.8,53,7.2,0,13,80,20,6,2,65273,354.01,3,Reagan,3849
TX,Real,21,4.2,4.3,15,26,3.4,26,75,15,22,29,58,58,4886,35,74,42,5.0,57,17.5,90,7.5,0,13,69,17,10,45,39506,294.27777779999997,2,Real,3452
TX,Red River,21,4.4,4.4,17,39,5.3,40,36,16,20,16,25,33,5711,49,98,52,5.4,33,13.9,297,9.8,1,12,82,49,19,18,42233,489.65,4,Red River,12023
TX,Reeves,25,4.0,3.7,15,28,8.5,26,72,20,22,39,6,6,8746,28,92,37,2.1,23,5.2,407,6.7,1,12,81,17,7,9,45341,417.3,4,Reeves,15976
TX,Refugio,22,4.0,4.0,14,22,7.7,27,39,17,18,28,28,28,5967,28,97,52,4.7,37,11.1,336,9.3,1,11,84,36,11,7,44821,342.5583333,2,Refugio,6948
TX,Roberts,13,3.2,3.6,13,23,7.2,21,60,21,12,0,0,0,3163,49,100,61,3.0,29,0.0,116,6.8,0,4,77,31,6,12,67470,460.8857143,4,Roberts,854
TX,Robertson,19,3.8,4.1,15,37,6.5,35,48,17,19,6,6,6,6613,41,94,50,4.1,31,11.0,391,9.8,0,12,78,42,16,11,44917,425.04166669999995,4,Robertson,17074
TX,Rockwall,13,3.1,3.6,13,25,8.1,32,90,21,13,79,74,125,4325,51,97,76,3.2,17,7.4,97,10.5,0,12,81,59,15,4,102858,264.125,1,Rockwall,104915
TX,Runnels,21,4.1,4.2,15,29,7.1,29,48,17,21,68,20,39,5117,37,96,47,3.1,35,18.5,173,7.8,1,9,80,31,14,11,42205,354.8333333,3,Runnels,10264
TX,Rusk,21,4.2,4.1,17,39,6.6,32,41,19,20,21,28,24,6312,41,95,48,4.1,29,12.9,380,10.2,1,13,86,35,16,8,49788,397.075,3,Rusk,54406
TX,Sabine,19,4.3,4.4,16,32,6.2,27,85,15,21,19,38,9,4644,40,95,46,7.9,27,11.5,333,9.2,1,15,90,24,9,6,40641,495.4333333000001,4,Sabine,10542
TX,San Augustine,21,4.3,4.5,17,40,6.1,26,50,15,19,24,49,12,5739,45,96,45,6.5,38,7.3,355,9.3,1,17,85,41,24,2,38826,369.6818182,3,San Augustine,8237
TX,San Jacinto,20,4.1,4.3,17,30,7.0,26,74,17,23,11,3,10,6641,38,91,29,5.0,28,2.8,207,10.0,1,14,83,62,14,3,47028,345.5615385,2,San Jacinto,28859
TX,San Patricio,23,4.1,3.9,15,40,7.6,34,48,18,19,27,39,39,4167,39,93,49,6.3,37,10.6,361,9.7,1,14,85,33,10,8,53559,329.2416667,2,San Patricio,66730
TX,San Saba,21,4.2,4.2,16,25,6.8,27,47,17,29,34,17,33,4907,23,99,41,3.0,24,16.8,110,8.1,0,14,67,37,6,13,43827,277.9111111,1,San Saba,6055
TX,Schleicher,18,3.5,3.6,12,24,8.7,21,77,19,26,0,0,35,3220,24,100,53,2.9,10,20.0,0,7.3,0,18,85,31,6,5,47317,247.24444440000002,1,Schleicher,2793
TX,Scurry,20,3.8,3.9,15,30,7.4,34,40,20,18,53,47,24,4122,31,90,50,3.4,27,9.4,298,7.5,0,9,81,11,8,11,53059,350.38,2,Scurry,16703
TX,Shackelford,16,3.7,4.1,14,28,7.1,25,80,18,21,30,0,61,3871,45,100,74,2.3,35,24.0,104,7.7,1,13,85,28,8,6,57126,431.2625,4,Shackelford,3265
TX,Shelby,22,4.3,4.4,17,27,6.3,31,42,17,25,20,31,51,5265,42,93,42,4.3,35,12.2,289,9.8,1,10,80,35,11,6,41961,413.66,4,Shelby,25274
TX,Sherman,19,3.6,3.8,13,28,8.2,27,38,19,30,0,0,0,3995,36,96,47,2.7,21,19.6,145,6.5,0,6,76,28,4,6,57052,419.24444439999996,4,Sherman,3022
TX,Smith,18,3.8,4.1,16,34,6.7,28,72,18,20,102,59,114,4844,52,92,61,3.6,30,13.4,335,10.3,1,16,84,31,14,7,56848,403.1,3,Smith,232751
TX,Somervell,18,3.9,4.2,15,29,7.5,25,71,18,20,68,22,22,2754,45,88,46,4.2,35,6.8,108,9.1,0,18,79,41,8,0,63929,317.11,2,Somervell,9128
TX,Starr,39,5.5,4.8,19,38,5.4,28,25,14,29,20,14,17,6903,25,93,36,10.1,42,2.3,263,8.6,1,23,70,24,11,33,30490,307.03333330000004,2,Starr,64633
TX,Stephens,20,4.0,4.2,16,31,6.5,33,56,18,26,32,42,21,6845,32,88,48,3.6,37,7.5,188,8.0,0,12,83,18,8,13,43115,429.3125,4,Stephens,9366
TX,Sterling,21,4.0,4.1,15,25,4.4,23,55,18,22,0,0,0,8076,38,100,55,3.3,65,23.2,113,7.2,0,8,81,21,11,47,59064,335.0111111,2,Sterling,1291
TX,Stonewall,17,3.7,4.0,13,27,7.6,23,53,17,22,72,0,147,3067,12,100,65,3.5,31,28.8,71,7.4,0,11,91,29,8,5,46915,431.675,4,Stonewall,1350
TX,Sutton,19,3.4,3.5,12,33,8.9,22,85,19,22,80,27,0,5514,41,96,51,3.8,34,15.9,139,7.3,0,13,83,19,8,4,54774,324.2888889,2,Sutton,3776
TX,Swisher,25,4.4,4.3,17,24,7.2,30,54,17,22,13,13,0,5391,23,92,39,4.3,39,13.3,519,7.3,0,14,84,29,7,8,43084,370.24,3,Swisher,7397
TX,Tarrant,20,3.6,3.9,14,30,7.0,25,94,19,18,58,58,122,5733,49,91,63,3.5,33,6.9,403,10.6,1,17,82,43,10,8,66059,250.6888889,1,Tarrant,2102515
TX,Taylor,19,3.8,4.1,15,32,6.5,28,84,20,17,71,76,165,4596,44,90,61,3.2,35,12.8,426,8.2,1,15,80,10,8,12,48040,441.825,4,Taylor,138034
TX,Terrell,25,4.3,4.3,15,26,5.0,30,0,14,28,0,0,0,0,16,92,45,3.4,34,0.0,178,7.2,0,4,89,37,11,38,41413,344.8777778,2,Terrell,776
TX,Terry,24,4.3,4.1,16,34,7.0,27,75,18,25,31,33,8,5911,41,96,32,4.1,34,9.4,254,7.3,1,14,75,27,6,18,41268,417.5583333,4,Terry,12337
TX,Throckmorton,17,3.8,4.1,14,26,4.7,26,57,17,27,65,0,66,6622,18,96,52,3.4,39,19.6,0,7.7,0,10,85,26,7,32,42701,371.4625,3,Throckmorton,1501
TX,Titus,23,4.3,4.3,16,31,7.3,35,49,17,25,55,42,64,6155,41,97,45,5.0,32,9.1,353,10.0,0,16,85,18,11,6,45604,360.4916667,3,Titus,32750
TX,Tom Green,19,3.7,3.8,14,29,6.8,25,77,20,18,66,56,148,5480,48,93,59,3.2,33,10.9,318,8.0,0,14,80,12,12,17,51393,240.31,1,Tom Green,119200
TX,Travis,15,3.0,3.5,12,22,7.3,17,93,25,15,85,70,276,3953,49,89,74,2.8,29,9.3,370,10.5,1,20,74,36,7,7,76255,216.65,1,Travis,1273954
TX,Trinity,20,4.3,4.6,17,40,7.0,29,81,15,20,14,7,14,4569,37,94,49,5.1,34,15.0,188,9.8,1,13,80,54,29,1,40486,415.4,4,Trinity,14651
TX,Tyler,17,3.7,4.0,15,33,5.4,34,52,18,17,23,9,28,6608,31,96,34,6.6,28,12.1,297,9.3,1,13,82,47,7,19,44041,411.6545455,4,Tyler,21672
TX,Upshur,16,3.7,4.0,15,31,6.9,30,26,19,18,29,12,39,5472,43,95,55,4.2,27,8.2,299,10.1,0,14,82,44,18,5,48554,398.575,3,Upshur,41753
TX,Upton,22,3.9,4.0,14,24,7.6,22,66,19,23,55,0,0,5164,20,93,44,3.4,33,8.2,84,7.3,0,13,87,37,7,9,53867,384.07,3,Upton,3657
TX,Uvalde,27,4.4,4.2,15,31,7.1,30,77,17,22,44,41,52,4362,32,89,55,4.3,50,9.6,268,8.2,0,15,84,17,16,22,39725,341.0777778,2,Uvalde,26741
TX,Val Verde,29,4.5,4.2,16,25,7.3,24,82,17,23,28,35,53,3736,25,83,56,4.3,34,7.3,138,8.1,1,17,78,7,8,18,44276,332.6888889,2,Val Verde,49025
TX,Van Zandt,17,3.7,4.0,14,26,7.3,27,37,18,21,18,23,32,5432,40,92,54,3.5,26,11.8,118,10.3,0,14,81,50,12,4,51152,419.6083333000001,4,Van Zandt,56590
TX,Victoria,22,3.9,4.1,15,36,7.4,30,79,20,19,78,50,151,6477,48,87,56,3.8,34,9.8,425,9.9,1,15,80,19,18,9,51646,348.525,2,Victoria,92084
TX,Walker,21,4.1,4.1,17,36,5.4,31,77,20,19,28,43,55,6519,42,77,46,4.2,28,5.8,375,10.1,1,19,81,37,16,12,43681,272.0307692,1,Walker,72971
TX,Waller,21,4.0,4.2,16,36,6.3,32,24,17,24,12,15,23,5754,43,95,49,4.3,27,5.5,344,10.8,0,21,80,48,11,11,59807,295.1266667,2,Waller,55246
TX,Ward,21,3.8,3.9,14,42,8.5,31,82,18,21,26,0,17,7638,19,95,45,2.6,18,9.6,495,7.1,0,9,83,26,22,4,53621,480.95,4,Ward,11998
TX,Webb,35,5.1,4.5,18,38,7.8,29,88,16,29,32,30,32,5162,35,93,46,3.8,39,3.4,382,8.4,1,30,81,24,7,13,44919,305.1666667,2,Webb,276652
TX,Wharton,23,4.1,4.2,15,37,7.3,27,63,17,22,38,53,41,6304,36,96,53,3.7,37,15.2,439,10.0,0,15,86,28,15,7,48040,312.5533333,2,Wharton,41556
TX,Wheeler,19,3.9,4.2,15,26,7.4,25,63,18,25,37,39,58,7006,36,95,57,3.2,32,22.4,121,7.2,1,13,88,23,6,3,48018,419.9142857,4,Wheeler,5056
TX,Wichita,23,4.4,4.5,18,35,6.1,31,69,18,18,72,77,151,4898,44,97,57,3.4,37,10.1,380,8.8,0,16,76,8,14,13,47477,355.7083333,3,Wichita,132230
TX,Wilbarger,21,4.0,4.3,16,34,6.5,29,29,17,22,47,39,156,6666,49,85,51,4.1,47,12.5,323,8.0,1,13,77,9,14,13,44735,346.175,2,Wilbarger,12769
TX,Willacy,37,5.3,4.5,19,40,7.3,29,34,16,22,37,5,23,5558,53,88,33,9.9,46,5.1,731,8.8,1,17,86,33,24,9,33171,330.5111111,2,Willacy,21358
TX,Williamson,15,3.3,3.7,13,30,7.7,20,87,21,11,69,55,111,4189,52,95,75,3.1,22,6.2,165,10.4,1,12,80,44,9,8,87817,208.2933333,1,Williamson,590551
TX,Wilson,17,3.5,3.8,13,34,8.8,34,32,19,17,49,26,30,3592,37,94,59,3.1,24,6.1,135,9.9,0,12,80,59,13,1,71207,328.5066667,2,Wilson,51070
TX,Winkler,24,4.1,4.0,15,37,8.7,26,98,19,22,26,26,0,8120,17,99,43,2.8,27,10.6,125,7.0,0,12,81,30,10,0,56781,492.8,4,Winkler,8010
TX,Wise,17,3.6,3.9,15,33,7.8,31,38,19,23,41,26,23,5664,48,97,54,3.4,25,10.7,162,9.9,1,13,82,47,21,2,66387,263.8066667,1,Wise,69984
TX,Wood,16,3.7,4.0,14,28,7.2,32,39,17,21,47,33,38,4489,40,95,48,4.2,36,14.0,175,10.1,0,15,82,40,18,4,48384,403.6166667,3,Wood,45539
TX,Yoakum,22,3.9,3.9,14,33,8.7,28,67,19,24,35,12,23,4852,17,98,48,2.8,9,8.2,182,7.3,1,14,76,22,10,7,61560,408.49,3,Yoakum,8713
TX,Young,18,3.9,4.2,16,34,6.6,29,60,18,23,67,67,50,5769,38,97,56,3.2,34,12.2,169,8.2,1,10,83,14,19,13,49301,390.45,3,Young,18010
TX,Zapata,36,5.1,4.5,17,31,6.2,20,45,15,29,7,14,0,5154,32,90,38,5.6,40,2.1,96,7.9,1,23,67,17,5,27,33160,290.3888889,2,Zapata,14179
